,slides,speaker,title,date,cohort,tag,subtag,recording
128,https://docs.google.com/presentation/d/18YFRfG6zmoOcpGFH_H2tl6HziY7dWQ0u/edit#slide=id.p19,yochannah,Introducing Open Canvas,"September 27, 2022",ols-6,Tooling for Project Design,Open Canvas,
129,https://docs.google.com/presentation/d/18YFRfG6zmoOcpGFH_H2tl6HziY7dWQ0u/edit#slide=id.p19,malvikasharan,Introducing Open Canvas,"October 05, 2022",ols-6,Tooling for Project Design,Open Canvas,
130,https://docs.google.com/presentation/d/1gmVQqDxxbGMqBqVbRRoeBx2nDSMkfUU2g3wGw82-mqs/edit?usp=sharing,bebatut,Introducing Open Canvas,"March 07, 2023",ols-7,Tooling for Project Design,Open Canvas,https://youtu.be/05w7h9T3GhQ?t=2325
131,https://docs.google.com/presentation/d/1gmVQqDxxbGMqBqVbRRoeBx2nDSMkfUU2g3wGw82-mqs/edit?usp=sharing,malvikasharan,Introducing Open Canvas,"March 15, 2023",ols-7,Tooling for Project Design,Open Canvas,https://youtu.be/XulHUHQru2I
132,https://docs.google.com/presentation/d/1ncWeisU45m5INf-xNBMHtM-GGPvZ6v0mPlrwOh6FY_I/edit?usp=sharing,,Introducing Road Mapping,"March 07, 2022",ols-5,Tooling for Project Design,Road Mapping,
133,https://docs.google.com/presentation/d/1ncWeisU45m5INf-xNBMHtM-GGPvZ6v0mPlrwOh6FY_I/edit?usp=sharing,,Introducing Road Mapping,"March 16, 2022",ols-5,Tooling for Project Design,Road Mapping,
134,https://docs.google.com/presentation/d/1ZwsxOkiik6QnJtwt5BU42_Uu9u1TbnJC/edit#slide=id.p1,yochannah,Introducing Road Mapping,"September 27, 2022",ols-6,Tooling for Project Design,Road Mapping,
135,https://docs.google.com/presentation/d/1ZwsxOkiik6QnJtwt5BU42_Uu9u1TbnJC/edit#slide=id.p1,,Introducing Road Mapping,"October 05, 2022",ols-6,Tooling for Project Design,Road Mapping,
136,https://docs.google.com/presentation/d/1xpVo-66m0mWs8_ZFGuHQwPBTT-vkfBRXwr6WJEb5QRw/edit?usp=sharing,bebatut,Introducing Road Mapping,"March 07, 2023",ols-7,Tooling for Project Design,Road Mapping,https://youtu.be/05w7h9T3GhQ?t=3144
137,https://docs.google.com/presentation/d/1ncWeisU45m5INf-xNBMHtM-GGPvZ6v0mPlrwOh6FY_I/edit?usp=sharing,pazbc,Introducing Road Mapping,"March 15, 2023",ols-7,Tooling for Project Design,Road Mapping,https://youtu.be/XulHUHQru2I?t=2885
138,,,Project Structure,"March 23, 2022",ols-5,Tooling for Collaboration,Project Structure,
139,,,Project Structure,"March 22, 2023",ols-7,Tooling for Collaboration,Project Structure,
140,https://docs.google.com/presentation/d/1JX7IBxHBlMBd5xf3Qxu-ZbInqgIXA-Y0eulHJiv5dA0/edit?usp=sharing,ha0ye,Open Licensing,"March 23, 2022",ols-5,Tooling for Collaboration,Open Licensing,
141,https://docs.google.com/presentation/d/1YGZVJhEuvuv1YKEVH_DW8aCVnwqCoBRC/edit#slide=id.p1,contraexemplo,Open Licensing,"October 12, 2022",ols-6,Tooling for Collaboration,Open Licensing,
142,https://docs.google.com/presentation/d/1-Ns22S18_eP6VvEwMx6Mxo5cukFYVSG8W6kaZctyWpc/edit?usp=sharing,ha0ye,Open Licensing,"March 22, 2023",ols-7,Tooling for Collaboration,Open Licensing,https://youtu.be/DG3La_p22N0
143,https://docs.google.com/presentation/d/1CYTTEzAzSLUOR6-dwBfhZc5a753OJ2wfu2EXJvXBPkY/edit?usp=sharing,rgaiacs,README,"March 23, 2022",ols-5,Tooling for Collaboration,README,
144,https://docs.google.com/presentation/d/1Sh_9lEJ50HtWecB_Zaews-3Shah4TFld/edit?usp=drive_web&ouid=113583685317579296794&rtpof=true,mxrtinez,README,"October 12, 2022",ols-6,Tooling for Collaboration,README,
145,https://docs.google.com/presentation/d/1V2-6PbJiPOYGBGsHJbKj9Y49iPHsHnAIKnhCuV40U3I/edit#slide=id.g2224fafcba8_0_37,,README & contributing,"March 22, 2023",ols-7,Tooling for Collaboration,README,https://youtu.be/DG3La_p22N0
146,https://docs.google.com/presentation/d/1ko91U3CXbuFd3hiXRtrLxVtNcoMQgzvhAVeKId0dFZc/edit?usp=sharing,dsarahstamps,Contributing Guidelines and Code of Conduct,"March 23, 2022",ols-5,Tooling for Collaboration,Code of Conduct,
147,https://docs.google.com/presentation/d/1hN_aYQT_uL3CczvB-62MSlhPa8Opnukh/edit#slide=id.p2,sayalaruano,Contributing Guidelines and Code of Conduct,"October 12, 2022",ols-6,Tooling for Collaboration,Code of Conduct,
148,https://docs.google.com/presentation/d/1-Ns22S18_eP6VvEwMx6Mxo5cukFYVSG8W6kaZctyWpc/edit?usp=sharing,andreasancheztapia,Code of Conduct,"March 22, 2023",ols-7,Tooling for Collaboration,Code of Conduct,https://youtu.be/DG3La_p22N0
149,https://docs.google.com/presentation/d/1qymN0F-kToQfFIPjXOrXe7lHPy_UB0Buew2kAI1WfWg/edit?usp=sharing,,Introduction to GitHub,"March 28, 2022",ols-5,Tooling for Collaboration,GitHub Introduction,
150,https://docs.google.com/presentation/d/1a14DBUdW2LOAtlNv181gZ_KTc_W_xAqy/edit#slide=id.p1,pherterich,Introduction to GitHub,"October 18, 2022",ols-6,Tooling for Collaboration,GitHub Introduction,
151,https://docs.google.com/presentation/d/1qymN0F-kToQfFIPjXOrXe7lHPy_UB0Buew2kAI1WfWg/edit#slide=id.g6e56d02ad9_0_0,,Introduction to GitHub,"March 28, 2023",ols-7,Tooling for Collaboration,GitHub Introduction,https://youtu.be/hXRw33CbDJk
152,https://docs.google.com/presentation/d/1p_r-mgcOWJD34Tc4V_dgkksmoPjUsILHecSdQuxwyQE/edit?usp=sharing,jywarren,Hardware and inclusive structures for collaborative work,"November 09, 2022",ols-6,Tooling for Collaboration,Structures for Collaborative Work,
153,https://drive.google.com/file/d/1w8AUnsbwSpqfEK0YxKmSZGIeIlEbppSN/view?usp=share_link,gemmaturon,"Code style, testing","November 30, 2022",ols-6,Tooling for Collaboration,Good Coding Practices,
154,,,"Code style, testing","May 10, 2023",ols-7,Tooling for Collaboration,Good Coding Practices,
155,,graciellehigino,Code-review,"November 30, 2022",ols-6,Tooling for Collaboration,Code Review,
156,,,Code-review,"May 10, 2023",ols-7,Tooling for Collaboration,Code Review,
157,https://docs.google.com/presentation/d/12hqzyIdYqSKnFokcTT2i8QhO74vcx7OkluUdiRd_ah8/edit?usp=share_link,ha0ye,Package management,"November 30, 2022",ols-6,Tooling for Collaboration,Package Management,
158,,,Package management,"May 10, 2023",ols-7,Tooling for Collaboration,Package Management,
159,https://docs.google.com/presentation/d/1UhSKnz0deqsgzEHYdJGfFlOEN64_BIZ2GRjY6fKk44Y/edit?usp=sharing,unode,Agile & Iterative Project Management Methods,"April 04, 2022",ols-5,"Project, Community & Personal Management",Agile & Iteractive Project Management,https://youtu.be/yCCNZH9JS-0?t=2361
160,https://docs.google.com/presentation/d/12pcWhXgmYwuAXo_h--lIFEqGgJoGmXcprguTKg8obLA/edit#slide=id.g6e56d0296c_0_0,alexwlchan,Agile & Iterative Project Management Methods,"October 25, 2022",ols-6,"Project, Community & Personal Management",Agile & Iteractive Project Management,https://youtu.be/AggJQTgsaaU?t=2695
161,https://docs.google.com/presentation/d/e/2PACX-1vQBX5k9RiqQdh9Vjt4O07dUVKku4qI8UyE7Bhy9i0iJpEJETq4KbHeFhHmbv1IM5I0Z1qK-NQLlqNfX/pub?start=false&loop=false&delayms=3000,anelda,Using Personas and Pathways to Build Community,"April 20, 2022",ols-5,"Project, Community & Personal Management",Community Design for Inclusivity,
162,https://docs.google.com/presentation/d/1_0LMMqMrcDh9IfGOv45jXNkxPku3mdehcb51QjVaTCI/present,melibleq,"Personas, community design for inclusivity","November 09, 2022",ols-6,"Project, Community & Personal Management",Community Design for Inclusivity,
163,,,Using Personas and Pathways to Build Community,"April 19, 2023",ols-7,"Project, Community & Personal Management",Community Design for Inclusivity,
164,https://docs.google.com/presentation/d/1-yxiApKB96HIeyLGl7m7uyNjcHW74VP-XV457B-Euw4/edit#slide=id.g459038e743_0_73,chadsansing,Mountain of Engagement,"April 20, 2022",ols-5,"Project, Community & Personal Management",Mountain of Engagement,
165,https://docs.google.com/presentation/d/1ZmgEnKaED_4Nc9H_UhXC1G3J61qOcjAcuN7Un_RxxWo/edit#slide=id.gf6411d1bc9_1_1,chadsansing,Mountain of Engagement,"November 09, 2022",ols-6,"Project, Community & Personal Management",Mountain of Engagement,
166,,,Mountain of Engagement,"April 19, 2023",ols-7,"Project, Community & Personal Management",Mountain of Engagement,
167,https://docs.google.com/presentation/d/1z8rPZbaxJCQaRvNMhy72sfq6xJcf9RSturrPQtugLGU/edit#slide=id.g6e991a6896_0_209,,Community interactions,"April 20, 2022",ols-5,"Project, Community & Personal Management",Community Interactions,
168,https://drive.google.com/file/d/1Xofpeq6TUGKVhJRounufGnW62q_lewP6/view?usp=sharing,rowland-mosbergen,Inclusion is not an afterthought or (Unconscious bias: Does it really matter?),"May 18, 2022",ols-5,"Project, Community & Personal Management",Diversity & Inclusion,
169,https://docs.google.com/presentation/d/1Kf6Xw0pZr34JAYp1D48PdLxZKMfI2O_NLZ2SHyrMrl0/edit?usp=sharing,pivg,Diversity and Inclusion,"December 07, 2022",ols-6,"Project, Community & Personal Management",Diversity & Inclusion,
170,,,Inclusion is not an afterthought or (Unconscious bias: Does it really matter?),"May 30, 2023",ols-7,"Project, Community & Personal Management",Diversity & Inclusion,
171,https://docs.google.com/presentation/d/1aIdwn5Jc1OM5gW9h6GW69ZIDNA7W3s9806-i1gzhNp8/edit?usp=sharing,,Ally skills - Optional,"May 18, 2022",ols-5,"Project, Community & Personal Management",Ally Skills,
172,https://docs.google.com/presentation/d/1aIdwn5Jc1OM5gW9h6GW69ZIDNA7W3s9806-i1gzhNp8/edit?usp=sharing,,Ally skills,"December 07, 2022",ols-6,"Project, Community & Personal Management",Ally Skills,
173,,,Ally skills - Optional,"May 30, 2023",ols-7,"Project, Community & Personal Management",Ally Skills,
174,https://docs.google.com/presentation/d/1lL8XQlP_lpqEbjGOhnivXq9oiAgVNCq164qntp-2Wp4/edit#slide=id.g70ef43ea53_0_132,,Personal Ecology and Self Care,"May 23, 2022",ols-5,"Project, Community & Personal Management",Personal Ecology,
175,https://drive.google.com/file/d/1wtX0_5ZMO03dsoFliWyWSgbnTCkjpjY2/view?usp=share_link,wingram,Personal Ecology and Self Care,"December 13, 2022",ols-6,"Project, Community & Personal Management",Personal Ecology,
176,,,Personal Ecology and Self Care,"May 23, 2023",ols-7,"Project, Community & Personal Management",Personal Ecology,
177,https://tinyurl.com/59754uzx,ajstewartlang,Open Source Software in Research,"April 04, 2022",ols-5,Open Science,Open Source Software,https://youtu.be/yCCNZH9JS-0?t=1390
178,,,Steps towards FAIRer and more citable software,"May 30, 2022",ols-5,Open Science,Open Source Software,
179,https://2022-10-25-lpc-oss.netlify.app/#8,luispedro,Make a robust tool requires real-world usage,"October 25, 2022",ols-6,Open Science,Open Source Software,https://youtu.be/AggJQTgsaaU?t=1281
180,https://docs.google.com/presentation/d/e/2PACX-1vQ__5JVOhFNoKufqIPflvEfUE1Vuxi9Euj975yCI14nJfeeyansg1RpuIteyTtmlQCyfacWTwB_QZ3N/pub?start=false&loop=false&delayms=3000#slide=id.p,lwinfree,Open Data in the Life Science,"April 04, 2022",ols-5,Open Science,Open Data,https://youtu.be/yCCNZH9JS-0?t=257
181,https://docs.google.com/presentation/d/147I53rNPEMHqixXPDc6vt0Eg9O9mIPBQ/edit?usp=drive_web&ouid=113583685317579296794&rtpof=true,sapetti9,Managing & developing research data (RDM),"October 25, 2022",ols-6,Open Science,Open Data,https://youtu.be/AggJQTgsaaU?t=3717
182,https://docs.google.com/presentation/d/14wVZJauH4wT4GBJwz4gCA2AeV6kTPTRZRW1ZMhnJ2Yk/edit,malloryfreeberg,"FAIR Principles
Promoting openness in science","November 22, 2022",ols-6,Open Science,Open Data,https://youtu.be/HKsK9CCcQYU?t=196
183,https://osf.io/w3v7j,bethaniley,Applying FAIR principles to (open) data management,"December 20, 2022",ols-6,Open Science,Open Data,https://youtu.be/I1Jks2PE0ME?t=595
184,https://docs.google.com/presentation/d/18g_OfcwiUmX-vZnshM0mfs8xutOkeF3iA-RSaTpJs0Y/edit#slide=id.g7e28a7e96f_0_0,,"Open access, Preprints","May 02, 2022",ols-5,Open Science,Open Access Publication,https://youtu.be/TqzM6cAeBoI?t=3508
185,https://docs.google.com/presentation/d/1lwPYHKFaH221S-Y8T8tk1phJpk7fsPA64kn3TfaGWHQ/edit#slide=id.g7e28a7e96f_0_0,dasaptaerwin,"(Earthquake), preprints, and everything in between","November 22, 2022",ols-6,Open Science,Open Access Publication,https://youtu.be/HKsK9CCcQYU?t=2156
186,https://docs.google.com/presentation/d/1lrodEXOSuh_01-EuLOi5hyZmDJ7xJBQaQ4iF3Ylvlyo/edit?usp=sharing,,Persistent identifiers and discoverability ,"May 02, 2022",ols-5,Open Science,Open Science Infrastructures,https://youtu.be/TqzM6cAeBoI?t=206
187,https://docs.google.com/presentation/d/1c5r83gUCdg_2_sS5LAB-7NLQccYfeN6OmkUSj_WFwGs/edit?usp=sharing,,Nigerian Open Science Highlights,"April 04, 2023",ols-7,Open Science,Open Science Infrastructures,
188,https://docs.google.com/presentation/d/18r-Zpec769BwP4TUAfG_ChGsOrdnU7Ber9ofjbLdwS8/edit?usp=sharing,pivg,Open training in low and middle income settings ,"May 02, 2022",ols-5,Open Science,Open Educational Resources,https://youtu.be/TqzM6cAeBoI?t=2308
189,,,"Public engagement: Open Infrastructure, Citizen Science, Science Communication","May 30, 2022",ols-5,Open Science,Open Engagement of Social Actors,https://youtu.be/rUusShaYC4o?t=460
190,https://www.canva.com/design/DAFR7veE-rw/C_LmTG_0lzCxAYcSM-QZhQ/view?utm_content=DAFR7veE-rw&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,marcoanteghini,"Public engagement: Open Infrastructure, Citizen Science, Science Communication","December 20, 2022",ols-6,Open Science,Open Engagement of Social Actors,https://youtu.be/I1Jks2PE0ME?t=2130
191,,phaarouknucleus,Open engagement of social actors,"April 04, 2023",ols-7,Open Science,Open Engagement of Social Actors,
192,https://docs.google.com/presentation/d/1SJJjYujbAjRUgrjbT7ZSofqp4tgZ5eNf5wPMqHRfmn4/edit#slide=id.g175a0ec481e_1_88,pazbc,Open science hardware,"October 25, 2022",ols-6,Open Science,Open Hardware,
193,https://docs.google.com/presentation/d/1eKRgozsGmJvjPELyP4KMgrgHchp7o58YowC5RkgLNd4/edit?usp=sharing,yochannah,Open Science,"April 04, 2023",ols-7,Open Science,Open Science,
194,https://drive.google.com/file/d/1BQ641IWIKjgC33ltqdAkEaxUkGljh3eL/view?usp=share_link,,Open Evaluation in JOSS - Journal of Open Source Software,"April 04, 2023",ols-7,Open Science,Open Evaluation,
195,,msundukova,"Post-academia career path, Social entrepreneurship","April 25, 2022",ols-5,Open Leadership,Open Leadership,
196,,jasonjwilliamsny,"Academic leadership, group or project leaders","April 25, 2022",ols-5,Open Leadership,Open Leadership,
197,,melissawm,"Community building, Science Communication","April 25, 2022",ols-5,Open Leadership,Open Leadership,
198,,honoluluskye,"Policymakers, funders, meta-researchers","April 25, 2022",ols-5,Open Leadership,Open Leadership,
199,,olya-vvedenskaya,"Post-academia career path, Social entrepreneurship","November 15, 2022",ols-6,Open Leadership,Open Leadership,
200,https://docs.google.com/presentation/d/1a9OlvL9AY8EMbZm3JPg6dESfbqIdVudpA1IbnznzG2M/edit#slide=id.g7e28a7e96f_0_0,jafsia,"Academic leadership, group or project leaders","November 15, 2022",ols-6,Open Leadership,Open Leadership,
201,https://docs.google.com/presentation/d/1MzbVKP8zcKC-SRJlpXUwFOHxl1OxssZO_lq4sKghzLo/edit?usp=sharing,danielagduca,Open secrets to finding your path,"November 15, 2022",ols-6,Open Leadership,Open Leadership,
202,,,"Post-academia career path, Social entrepreneurship","April 25, 2023",ols-7,Open Leadership,Open Leadership,
203,,,"Academic leadership, group or project leaders","April 25, 2023",ols-7,Open Leadership,Open Leadership,
204,,,"Community building, Science Communication","April 25, 2023",ols-7,Open Leadership,Open Leadership,
205,,,"Policymakers, funders, meta-researchers","April 25, 2023",ols-7,Open Leadership,Open Leadership,
